Payment_time,Transaction_id,Partner_transaction_id,Amount,Foreign_amount,Currency,Exchange_Rate,Fee_type,Fee_amount,Foreign_fee_amount,Fee_desc
2018-03-15 19:21:11,2018031521001001020535957939	,136304401332602497	,14.90	,2.36	,USD,6.32330000	,Juhuasuan Overseas Commission,0.20	,0.03	,Juhuasuan Overseas Commission
2018-03-15 19:23:13,2018031521001001190523544166	,136318346628503977	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00096407749574}_2604839566
2018-03-15 19:23:13,2018031521001001190523544166	,136318346628503977	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 19:23:13,2018031521001001190523544166	,136318346628503977	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 19:23:13,2018031521001001190523544166	,136318346628503977	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096407749574}_2604839566
2018-03-15 19:23:13,2018031521001001190523544166	,136318346628503977	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 19:25:04,2018031521001001830508020931	,125278918184336531	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:25:04,2018031521001001830508020931	,125278918184336531	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:25:04,2018031521001001830508020931	,125278918184336531	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096407827622}_2604839566
2018-03-15 19:25:04,2018031521001001830508020931	,125278918184336531	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096407827622}_2604839566
2018-03-15 19:25:04,2018031521001001830508020931	,125278918184336531	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:26:47,2018031521001001630544692804	,125353791235819429	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:26:47,2018031521001001630544692804	,125353791235819429	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092535536352}_2604839566
2018-03-15 19:26:47,2018031521001001630544692804	,125353791235819429	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:26:47,2018031521001001630544692804	,125353791235819429	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092535536352}_2604839566
2018-03-15 19:26:47,2018031521001001630544692804	,125353791235819429	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:27:41,2018031521001001600541370495	,136333828874696380	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:27:41,2018031521001001600541370495	,136333828874696380	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:27:41,2018031521001001600541370495	,136333828874696380	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095650198487}_2604839566
2018-03-15 19:27:41,2018031521001001600541370495	,136333828874696380	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:27:41,2018031521001001600541370495	,136333828874696380	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095650198487}_2604839566
2018-03-15 19:28:02,2018031521001001360532838476	,137801800221905719	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:28:02,2018031521001001360532838476	,137801800221905719	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095649875947}_2604839566
2018-03-15 19:28:02,2018031521001001360532838476	,137801800221905719	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:28:02,2018031521001001360532838476	,137801800221905719	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:28:02,2018031521001001360532838476	,137801800221905719	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095649875947}_2604839566
2018-03-15 19:44:21,2018031521001001010533305911	,136340016769291085	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:44:21,2018031521001001010533305911	,136340016769291085	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:44:21,2018031521001001010533305911	,136340016769291085	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092536850732}_2604839566
2018-03-15 19:44:21,2018031521001001010533305911	,136340016769291085	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:44:21,2018031521001001010533305911	,136340016769291085	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092536850732}_2604839566
2018-03-15 19:48:49,2018031521001001220547175027	,136329798201484967	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092536983336}_2604839566
2018-03-15 19:48:49,2018031521001001220547175027	,136329798201484967	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:48:49,2018031521001001220547175027	,136329798201484967	,19.90	,3.15	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(136329798201484967),0.89	,0.14	,2018031521001001220547175027-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(136329798201484967)
2018-03-15 19:48:49,2018031521001001220547175027	,136329798201484967	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092536983336}_2604839566
2018-03-15 19:48:49,2018031521001001220547175027	,136329798201484967	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:48:49,2018031521001001220547175027	,136329798201484967	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:50:03,2018031521001001900508385636	,125359923371444351	,69.60	,11.01	,USD,6.32330000	,Juhuasuan Overseas Commission,0.98	,0.15	,Juhuasuan Overseas Commission
2018-03-15 19:50:03,2018031521001001900508385636	,125359923371444351	,69.60	,11.01	,USD,6.32330000	,Tmall Global Commission,1.22	,0.19	,Tmall Global Commission
2018-03-15 19:50:03,2018031521001001900508385636	,125359923371444351	,69.60	,11.01	,USD,6.32330000	,Tmall Logisitic,8.47	,1.34	,菜鸟-保税_进口关税(商家){LP00095651537712}_2604839566
2018-03-15 19:50:03,2018031521001001900508385636	,125359923371444351	,69.60	,11.01	,USD,6.32330000	,Alipay commission,0.70	,0.11	,Alipay service fee
2018-03-15 19:50:03,2018031521001001900508385636	,125359923371444351	,69.60	,11.01	,USD,6.32330000	,Tmall Logisitic,16.00	,2.53	,菜鸟-保税_服务费用(商家){LP00095651537712}_2604839566
2018-03-15 19:53:52,2018031521001001460545862779	,125285162944180434	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096409855253}_2604839566
2018-03-15 19:53:52,2018031521001001460545862779	,125285162944180434	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:53:52,2018031521001001460545862779	,125285162944180434	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:53:52,2018031521001001460545862779	,125285162944180434	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:53:52,2018031521001001460545862779	,125285162944180434	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096409855253}_2604839566
2018-03-15 19:56:48,2018031521001001420548286991	,125220088326377653	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096410376092}_2604839566
2018-03-15 19:56:48,2018031521001001420548286991	,125220088326377653	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 19:56:48,2018031521001001420548286991	,125220088326377653	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00096410376092}_2604839566
2018-03-15 19:56:48,2018031521001001420548286991	,125220088326377653	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 19:56:48,2018031521001001420548286991	,125220088326377653	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 20:10:01,2018031521001001360531277254	,137937546521107313	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 20:10:01,2018031521001001360531277254	,137937546521107313	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 20:10:01,2018031521001001360531277254	,137937546521107313	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 20:10:01,2018031521001001360531277254	,137937546521107313	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092538836290}_2604839566
2018-03-15 20:10:01,2018031521001001360531277254	,137937546521107313	,19.90	,3.15	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137937546521107313),0.89	,0.14	,2018031521001001360531277254-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137937546521107313)
2018-03-15 20:10:01,2018031521001001360531277254	,137937546521107313	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092538836290}_2604839566
2018-03-15 20:20:25,2018031521001001980509446415	,125225828542745855	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 20:20:25,2018031521001001980509446415	,125225828542745855	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 20:20:25,2018031521001001980509446415	,125225828542745855	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095653793967}_2604839566
2018-03-15 20:20:25,2018031521001001980509446415	,125225828542745855	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 20:20:25,2018031521001001980509446415	,125225828542745855	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095653793967}_2604839566
2018-03-15 20:31:05,2018031521001001610548071974	,138085191976342609	,59.00	,9.33	,USD,6.32330000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-03-15 20:31:05,2018031521001001610548071974	,138085191976342609	,59.00	,9.33	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096412687767}_2604839566
2018-03-15 20:31:05,2018031521001001610548071974	,138085191976342609	,59.00	,9.33	,USD,6.32330000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-03-15 20:31:05,2018031521001001610548071974	,138085191976342609	,59.00	,9.33	,USD,6.32330000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-03-15 20:31:05,2018031521001001610548071974	,138085191976342609	,59.00	,9.33	,USD,6.32330000	,Tmall Logisitic,6.28	,0.99	,菜鸟-保税_进口关税(商家){LP00096412687767}_2604839566
2018-03-15 20:41:52,2018031521001001010533660445	,137795557662909115	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092541248286}_2604839566
2018-03-15 20:41:52,2018031521001001010533660445	,137795557662909115	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 20:41:52,2018031521001001010533660445	,137795557662909115	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 20:41:52,2018031521001001010533660445	,137795557662909115	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 20:41:52,2018031521001001010533660445	,137795557662909115	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092541248286}_2604839566
2018-03-15 20:47:59,2018031521001001200536067084	,136339011122763282	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 20:47:59,2018031521001001200536067084	,136339011122763282	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 20:47:59,2018031521001001200536067084	,136339011122763282	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096414258564}_2604839566
2018-03-15 20:47:59,2018031521001001200536067084	,136339011122763282	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 20:47:59,2018031521001001200536067084	,136339011122763282	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096414258564}_2604839566
2018-03-15 20:50:50,2018031521001001790539665167	,137950902260897410	,359.50	,56.85	,USD,6.32330000	,Alipay commission,3.60	,0.57	,Alipay service fee
2018-03-15 20:50:50,2018031521001001790539665167	,137950902260897410	,359.50	,56.85	,USD,6.32330000	,Tmall Logisitic,41.44	,6.55	,菜鸟-保税_进口关税(商家){LP00092541657760}_2604839566
2018-03-15 20:50:50,2018031521001001790539665167	,137950902260897410	,359.50	,56.85	,USD,6.32330000	,Juhuasuan Overseas Commission,1.30	,0.21	,Juhuasuan Overseas Commission
2018-03-15 20:50:50,2018031521001001790539665167	,137950902260897410	,359.50	,56.85	,USD,6.32330000	,Tmall Global Commission,6.37	,1.01	,Tmall Global Commission
2018-03-15 20:50:50,2018031521001001790539665167	,137950902260897410	,359.50	,56.85	,USD,6.32330000	,Tmall Logisitic,25.00	,3.95	,菜鸟-保税_服务费用(商家){LP00092541657760}_2604839566
2018-03-15 20:56:48,2018031521001001820509230927	,137952862539157001	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092542293000}_2604839566
2018-03-15 20:56:48,2018031521001001820509230927	,137952862539157001	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 20:56:48,2018031521001001820509230927	,137952862539157001	,19.90	,3.15	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137952862539157001),0.89	,0.14	,2018031521001001820509230927-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137952862539157001)
2018-03-15 20:56:48,2018031521001001820509230927	,137952862539157001	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 20:56:48,2018031521001001820509230927	,137952862539157001	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092542293000}_2604839566
2018-03-15 20:56:48,2018031521001001820509230927	,137952862539157001	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 21:05:42,2018031521001001140525250115	,137831340513914417	,39.80	,6.29	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137831340513914417),1.78	,0.28	,2018031521001001140525250115-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137831340513914417)
2018-03-15 21:05:42,2018031521001001140525250115	,137831340513914417	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095657447532}_2604839566
2018-03-15 21:05:42,2018031521001001140525250115	,137831340513914417	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00095657447532}_2604839566
2018-03-15 21:05:42,2018031521001001140525250115	,137831340513914417	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 21:05:42,2018031521001001140525250115	,137831340513914417	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 21:05:42,2018031521001001140525250115	,137831340513914417	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 21:14:34,2018031521001001530514665720	,136348475832007757	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092543894429}_2604839566
2018-03-15 21:14:34,2018031521001001530514665720	,136348475832007757	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092543894429}_2604839566
2018-03-15 21:14:34,2018031521001001530514665720	,136348475832007757	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 21:14:34,2018031521001001530514665720	,136348475832007757	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 21:14:34,2018031521001001530514665720	,136348475832007757	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 21:16:40,2018031521001001940510872724	,125387643114354841	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095658305628}_2604839566
2018-03-15 21:16:40,2018031521001001940510872724	,125387643114354841	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095658305628}_2604839566
2018-03-15 21:16:40,2018031521001001940510872724	,125387643114354841	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 21:16:40,2018031521001001940510872724	,125387643114354841	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 21:16:40,2018031521001001940510872724	,125387643114354841	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
